Code	Full Name	brief_Classification	Full_Classification	Alg_classification	Eudic_classification	SeedPlant_nonEudic_classification	Nonseed_Embryo	Concat_Caryo	ASTRAL_Caryo1	CoreEudic_Radiation	Confer_relationships	Bryophyte_Relationships	Basal Angiosperms	Commelinids	LandPlantsSister	Prasinocauccues	CUT_Clade
INSP	INSP;CoreEudicots/Rosids Fagales;Myrica cerifera	CoreEudicots/Rosids	CoreEudicots/Rosids Fagales	Other	CoreEudicots/Rosids Fabales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
JLLY	JLLY;CoreEudicots/Rosids Fagales;Melaleuca quinquenervia	CoreEudicots/Rosids	CoreEudicots/Rosids Fagales	Other	CoreEudicots/Rosids Fabales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LNER	LNER;CoreEudicots/Rosids Fagales;Casuarina equisetifolia	CoreEudicots/Rosids	CoreEudicots/Rosids Fagales	Other	CoreEudicots/Rosids Fabales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LWDA	LWDA;CoreEudicots/Rosids Fagales;Alnus serrulata	CoreEudicots/Rosids	CoreEudicots/Rosids Fagales	Other	CoreEudicots/Rosids Fabales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
NHUA	NHUA;CoreEudicots/Rosids Fagales;Castanea crenata	CoreEudicots/Rosids	CoreEudicots/Rosids Fagales	Other	CoreEudicots/Rosids Fabales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
NIJU	NIJU;CoreEudicots/Rosids Fagales;Heteropyxis natalensis	CoreEudicots/Rosids	CoreEudicots/Rosids Fagales	Other	CoreEudicots/Rosids Fabales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SVVG	SVVG;CoreEudicots/Rosids Fagales;Fagus sylvatica	CoreEudicots/Rosids	CoreEudicots/Rosids Fagales	Other	CoreEudicots/Rosids Fabales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
TJLC	TJLC;CoreEudicots/Rosids Fagales;Nothofagus obliqua	CoreEudicots/Rosids	CoreEudicots/Rosids Fagales	Other	CoreEudicots/Rosids Fabales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
UZWG	UZWG;CoreEudicots/Rosids Fagales;Castanea pumila	CoreEudicots/Rosids	CoreEudicots/Rosids Fagales	Other	CoreEudicots/Rosids Fabales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
VWIP	VWIP;CoreEudicots/Rosids Fagales;Carya glabra	CoreEudicots/Rosids	CoreEudicots/Rosids Fagales	Other	CoreEudicots/Rosids Fabales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
FONV	FONV;CoreEudicots/Rosids Geraniales;Greyia sutherlandii	CoreEudicots/Rosids	CoreEudicots/Rosids Geraniales	Other	CoreEudicots/Rosids Geraniales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
HDWF	HDWF;CoreEudicots/Rosids Geraniales;Francoa appendiculata	CoreEudicots/Rosids	CoreEudicots/Rosids Geraniales	Other	CoreEudicots/Rosids Geraniales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
VKGP	VKGP;CoreEudicots/Rosids Geraniales;Geranium carolinianum	CoreEudicots/Rosids	CoreEudicots/Rosids Geraniales	Other	CoreEudicots/Rosids Geraniales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
YGCX	YGCX;CoreEudicots/Rosids Geraniales;Geranium maculatum	CoreEudicots/Rosids	CoreEudicots/Rosids Geraniales	Other	CoreEudicots/Rosids Geraniales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
WWKL	WWKL;CoreEudicots/Rosids Huerteales;Tapiscia sinensis	CoreEudicots/Rosids	CoreEudicots/Rosids Huerteales	Other	CoreEudicots/Rosids Huerteales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
AEPI	AEPI;CoreEudicots/Rosids Malpighiales;Linum leonii	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
AXPJ	AXPJ;CoreEudicots/Rosids Malpighiales;Linum flavum	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BHYC	BHYC;CoreEudicots/Rosids Malpighiales;Linum lewisii	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BNDE	BNDE;CoreEudicots/Rosids Malpighiales;Hypericum perforatum	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BVOF	BVOF;CoreEudicots/Rosids Malpighiales;Linum perenne	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CKDK	CKDK;CoreEudicots/Rosids Malpighiales;Ochna serrulata	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
COAQ	COAQ;CoreEudicots/Rosids Malpighiales;Malesherbia fasciculata	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
EZZT	EZZT;CoreEudicots/Rosids Malpighiales;Passiflora edulis	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
FWCQ	FWCQ;CoreEudicots/Rosids Malpighiales;Garcinia oblongifolia	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
GLVK	GLVK;CoreEudicots/Rosids Malpighiales;Salix eriocephala	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
HBUQ	HBUQ;CoreEudicots/Rosids Malpighiales;Licania michauxii	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
HNCF	HNCF;CoreEudicots/Rosids Malpighiales;Linum hirsutum	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
IEPQ	IEPQ;CoreEudicots/Rosids Malpighiales;Salix dasyclados	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
INQX	INQX;CoreEudicots/Rosids Malpighiales;Salix acutifolia	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
KCPT	KCPT;CoreEudicots/Rosids Malpighiales;Linum macraei	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
KKDQ	KKDQ;CoreEudicots/Rosids Malpighiales;Salix viminalis	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LFII	LFII;CoreEudicots/Rosids Malpighiales;Linum perenne	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LFOG	LFOG;CoreEudicots/Rosids Malpighiales;Salix purpurea	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LPGY	LPGY;CoreEudicots/Rosids Malpighiales;Viola tricolor	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
LSLA	LSLA;CoreEudicots/Rosids Malpighiales;Euphorbia mesembryanthemifolia	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
MJAV	MJAV;CoreEudicots/Rosids Malpighiales;Linum usitatissimum	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
MYVH	MYVH;CoreEudicots/Rosids Malpighiales;Linum grandiflorum	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
NFXV	NFXV;CoreEudicots/Rosids Malpighiales;Mammea americana	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
NJLF	NJLF;CoreEudicots/Rosids Malpighiales;Viola canadensis	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
OGSY	OGSY;CoreEudicots/Rosids Malpighiales;Linum usitatissimum	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
OODC	OODC;CoreEudicots/Rosids Malpighiales;Linum bienne	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
OSIP	OSIP;CoreEudicots/Rosids Malpighiales;Garcinia livingstonei	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
OZJZ	OZJZ;CoreEudicots/Rosids Malpighiales;Linum usitatissimum	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
PAZJ	PAZJ;CoreEudicots/Rosids Malpighiales;Ricinus communis	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
POZS	POZS;CoreEudicots/Rosids Malpighiales;Linum usitatissimum	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
PXYR	PXYR;CoreEudicots/Rosids Malpighiales;Euphorbia pekinensis	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
RHAU	RHAU;CoreEudicots/Rosids Malpighiales;Euphorbia mesembryanthemifolia	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
RPPC	RPPC;CoreEudicots/Rosids Malpighiales;Erythroxylum coca	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
RVGH	RVGH;CoreEudicots/Rosids Malpighiales;Drypetes deplanchei	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
RZTJ	RZTJ;CoreEudicots/Rosids Malpighiales;Salix fargesii	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
SIZE	SIZE;CoreEudicots/Rosids Malpighiales;Passiflora caerulea	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
TDTF	TDTF;CoreEudicots/Rosids Malpighiales;Salix sachalinensis	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
TVCU	TVCU;CoreEudicots/Rosids Malpighiales;Ochna mossambicensis	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
TXMP	TXMP;CoreEudicots/Rosids Malpighiales;Linum strictum	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
VNMY	VNMY;CoreEudicots/Rosids Malpighiales;Bischofia javanica	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
VPDX	VPDX;CoreEudicots/Rosids Malpighiales;Euphorbia mesembryanthemifolia	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
VVPY	VVPY;CoreEudicots/Rosids Malpighiales;Croton tiglium	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
VXOD	VXOD;CoreEudicots/Rosids Malpighiales;Linum tenuifolium	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
XNLP	XNLP;CoreEudicots/Rosids Malpighiales;Manihot grahamii	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
XPBC	XPBC;CoreEudicots/Rosids Malpighiales;Galphimia gracilis	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
XWMS	XWMS;CoreEudicots/Rosids Malpighiales;Linum perenne	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
YGAT	YGAT;CoreEudicots/Rosids Malpighiales;Phyllanthus sp.	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ZBVT	ZBVT;CoreEudicots/Rosids Malpighiales;Chrysobalanus icaco	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ZIWB	ZIWB;CoreEudicots/Rosids Malpighiales;Passiflora_sp	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ZTLR	ZTLR;CoreEudicots/Rosids Malpighiales;Rhizophora mangle	CoreEudicots/Rosids	CoreEudicots/Rosids Malpighiales	Other	CoreEudicots/Rosids Malpighiales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ATFX	ATFX;CoreEudicots/Rosids Malvales;Muntingia calabura	CoreEudicots/Rosids	CoreEudicots/Rosids Malvales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
AWJM	AWJM;CoreEudicots/Rosids Malvales;Edgeworthia papyrifera	CoreEudicots/Rosids	CoreEudicots/Rosids Malvales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
KPTE	KPTE;CoreEudicots/Rosids Malvales;Bixa orellana	CoreEudicots/Rosids	CoreEudicots/Rosids Malvales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
OLXF	OLXF;CoreEudicots/Rosids Malvales;Hibiscus cannabinus	CoreEudicots/Rosids	CoreEudicots/Rosids Malvales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
PKMO	PKMO;CoreEudicots/Rosids Malvales;Cistus inflatus	CoreEudicots/Rosids	CoreEudicots/Rosids Malvales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
PUDI	PUDI;CoreEudicots/Rosids Malvales;Daphne giraldii	CoreEudicots/Rosids	CoreEudicots/Rosids Malvales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
QJXB	QJXB;CoreEudicots/Rosids Malvales;Wikstroemia indica	CoreEudicots/Rosids	CoreEudicots/Rosids Malvales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
WMUK	WMUK;CoreEudicots/Rosids Malvales;Schizolaena sp.	CoreEudicots/Rosids	CoreEudicots/Rosids Malvales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
WYIG	WYIG;CoreEudicots/Rosids Malvales;Dombeya burgessiae	CoreEudicots/Rosids	CoreEudicots/Rosids Malvales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ZSAB	ZSAB;CoreEudicots/Rosids Malvales;Hoheria angustifolia	CoreEudicots/Rosids	CoreEudicots/Rosids Malvales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
AYMT	AYMT;CoreEudicots/Rosids Myrtales;Eucalyptus leucoxylon	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
FGDU	FGDU;CoreEudicots/Rosids Myrtales;Syzygium paniculatum	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
NEBM	NEBM;CoreEudicots/Rosids Myrtales;Syzygium micranthum	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
AJBK	AJBK;CoreEudicots/Rosids Myrtales;Oenothera elata	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
AJJE	AJJE;CoreEudicots/Rosids Myrtales;Terminalia neotaliala	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
AQXA	AQXA;CoreEudicots/Rosids Myrtales;Oenothera laciniata	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ARYD	ARYD;CoreEudicots/Rosids Myrtales;Oenothera laciniata	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
AXNH	AXNH;CoreEudicots/Rosids Myrtales;Oenothera filiformis	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
BZDF	BZDF;CoreEudicots/Rosids Myrtales;Oenothera biennis	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CHTD	CHTD;CoreEudicots/Rosids Myrtales;Oenothera grandis	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
CJGZ	CJGZ;CoreEudicots/Rosids Myrtales;Oenothera nana	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
DIBI	DIBI;CoreEudicots/Rosids Myrtales;Oenothera laciniata	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
DSVQ	DSVQ;CoreEudicots/Rosids Myrtales;Oenothera biennis	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
DWAP	DWAP;CoreEudicots/Rosids Myrtales;Oenothera biennis	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
DZLN	DZLN;CoreEudicots/Rosids Myrtales;Oenothera picensis	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
EBPG	EBPG;CoreEudicots/Rosids Myrtales;Oenothera grandiflora	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
ECSL	ECSL;CoreEudicots/Rosids Myrtales;Oenothera filiformis	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
EQYT	EQYT;CoreEudicots/Rosids Myrtales;Oenothera berlandieri	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
EWHG	EWHG;CoreEudicots/Rosids Myrtales;Oenothera grandis	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
EXGW	EXGW;CoreEudicots/Rosids Myrtales;Oenothera biennis	CoreEudicots/Rosids	CoreEudicots/Rosids Myrtales	Other	CoreEudicots/Rosids Malvales	Other	Other	Out	CoreRosids	CoreRosids	Out	Vascs	Other_Angios	Out	LandPlants	Strept	Out
